time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2013-10-31T12:37:01.790Z,38.4384,142.45,55.73,4.4,mb,,173,3.613,1.43,us,usb000kydb,2014-01-10T10:03:39.000Z,"94 km SE of ?funato, Japan",earthquake,,19.1,0.537,,reviewed,us,us
2013-10-25T20:24:08.090Z,38.259,142.04,57.27,4.1,mb,,70,3.499,0.99,us,usb000kxa4,2014-01-03T00:32:54.000Z,"67 km ESE of Ishinomaki, Japan",earthquake,,8.1,0.185,,reviewed,us,us
2013-10-03T20:35:05.280Z,38.2876,142.428,42.93,4.5,mb,,181,3.764,0.51,us,usb000k99u,2013-12-19T02:51:34.000Z,"99 km E of Ishinomaki, Japan",earthquake,,11.2,0.314,,reviewed,us,us
2013-10-01T16:04:05.040Z,38.2423,142.0235,52.81,4.4,mb,,223,3.479,0.88,us,usb000k3tf,2013-12-19T02:51:32.000Z,"66 km ESE of Ishinomaki, Japan",earthquake,,20.7,0.202,,reviewed,us,us
2013-09-18T00:27:46.170Z,38.7119,142.3169,44.08,5,mb,,74,3.361,0.89,us,usc000jwn2,2013-12-09T21:11:07.000Z,"65 km SE of ?funato, Japan",earthquake,,5.2,0.053,,reviewed,us,us
2013-09-14T12:42:00.390Z,38.6019,142.3516,37.59,4.6,mb,,120,3.464,0.56,us,usc000jucl,2013-11-19T17:37:47.000Z,"75 km SE of ?funato, Japan",earthquake,,6.5,0.056,,reviewed,us,us
2013-08-31T01:34:51.940Z,38.5166,142.0179,49.55,4.3,mb,,187,3.601,0.68,us,usc000jqse,2013-11-06T01:33:35.000Z,"63 km E of Ishinomaki, Japan",earthquake,,9.2,0.375,,reviewed,us,us
2013-08-30T16:56:33.750Z,38.6959,142.387,44.97,4.5,mb,,135,3.367,1.06,us,usc000jqrg,2013-11-06T01:33:34.000Z,"71 km SE of ?funato, Japan",earthquake,,8.2,0.145,,reviewed,us,us
2013-08-13T01:01:42.080Z,38.7441,142.3146,31.32,4.7,mb,,57,3.33,0.78,us,usb000j1vb,2013-10-19T02:41:41.000Z,"63 km SE of ?funato, Japan",earthquake,,4.7,0.102,,reviewed,us,us
2013-07-31T00:14:16.980Z,38.121,141.999,29.7,4.9,mb,91,72,,0.51,us,usc000it4v,2014-11-07T01:51:21.681Z,"69 km ESE of Ishinomaki, Japan",earthquake,,3.6,,253,reviewed,us,us
2013-07-19T09:05:07.250Z,38.585,142.075,49,4.5,mb,56,130,,0.89,us,usb000ihp5,2014-11-07T01:51:18.295Z,"62 km SSE of ?funato, Japan",earthquake,,4.2,,32,reviewed,us,us
2013-07-12T18:31:23.940Z,38.397,142.126,23.6,4.8,mb,91,81,,0.63,us,usb000id81,2014-11-07T01:51:15.725Z,"72 km E of Ishinomaki, Japan",earthquake,,4.9,,79,reviewed,us,us
2013-07-10T18:18:03.370Z,38.323,141.903,48.3,4.6,mb,105,130,,0.88,us,usp000k1vr,2014-11-07T01:51:15.267Z,"53 km ESE of Ishinomaki, Japan",earthquake,,6.3,,84,reviewed,us,us
2013-05-19T03:57:31.670Z,37.807,142.453,38.5,4.3,mb,12,181.8,,0.48,us,usb000gysb,2014-11-07T01:50:50.041Z,"121 km SE of Ishinomaki, Japan",earthquake,,9,,2,reviewed,us,us
2013-04-20T19:41:49.100Z,38.538,142.211,35,4,mb,14,177,,0.96,us,us2013pfgh,2014-11-07T01:50:36.866Z,"73 km SE of ?funato, Japan",earthquake,,,,4,reviewed,us,us
2013-03-31T04:45:34.650Z,37.957,142.659,43.9,4.3,mb,19,184,,0.5,us,us2013nkcb,2014-11-07T01:50:25.372Z,"129 km ESE of Ishinomaki, Japan",earthquake,,7.3,,1,reviewed,us,us
2013-03-02T20:58:13.380Z,37.851,141.97,67,4.6,mb,19,189,,1.32,us,us2013mge1,2014-11-07T01:50:17.010Z,"85 km SE of Ishinomaki, Japan",earthquake,,10.8,,9,reviewed,us,us
2013-02-26T12:46:14.630Z,38.705,142.073,50.9,4.7,mb,147,98.4,,1,us,usc000fdje,2022-07-24T19:11:53.225Z,"51 km SE of ?funato, Japan",earthquake,,5.1,,96,reviewed,us,us
2013-02-23T06:24:49.530Z,37.818,142.318,35,4.3,mb,24,98.4,,1.21,us,us2013lzds,2014-11-07T01:50:10.923Z,"111 km SE of Ishinomaki, Japan",earthquake,,,,5,reviewed,us,us
2013-02-18T11:10:49.500Z,38.716,142.251,49.2,4.5,mb,71,124.9,,0.57,us,usc000f9ng,2014-11-07T01:50:09.459Z,"60 km SE of ?funato, Japan",earthquake,,3.8,,39,reviewed,us,us
2013-02-11T03:45:43.800Z,38.595,142.168,57.6,4.6,mb,123,121.4,,0.94,us,us2013lmbg,2014-11-07T01:50:06.543Z,"65 km SE of ?funato, Japan",earthquake,,4.6,,59,reviewed,us,us
2013-02-05T13:31:03.780Z,38.682,142.027,52.7,4.7,mb,115,99,,0.9,us,us2013lgah,2014-11-07T01:50:00.751Z,"50 km SSE of ?funato, Japan",earthquake,,3.6,,44,reviewed,us,us
2013-02-01T10:55:26.440Z,38.501,142.349,53.2,4.3,mb,23,137.7,,0.76,us,usc000ezl2,2014-11-07T01:49:58.328Z,"83 km SE of ?funato, Japan",earthquake,,7.7,,7,reviewed,us,us
2013-02-01T01:27:01.820Z,38.541,142.168,16.4,4.2,mb,30,134.7,,1.31,us,us2013lcdp,2014-11-07T01:49:57.280Z,"70 km SSE of ?funato, Japan",earthquake,,26.5,,2,reviewed,us,us
2013-01-07T13:53:49.510Z,37.829,142.366,46.7,4.9,mb,289,68.5,,0.66,us,usp000jy11,2015-03-24T02:32:52.687Z,"113 km SE of Ishinomaki, Japan",earthquake,,3.6,,197,reviewed,us,us
2012-12-29T14:59:38.910Z,38.738,142.024,55.6,5.4,mwb,355,68.2,,0.85,us,usp000jxjr,2022-05-03T16:02:31.607Z,"near the east coast of Honshu, Japan",earthquake,,3.7,,,reviewed,us,us
2012-12-21T12:52:32.700Z,38.435,142.158,52.9,4.2,mb,27,135.7,,0.81,us,usp000jx7w,2014-11-07T01:49:38.335Z,"74 km E of Ishinomaki, Japan",earthquake,,6.9,,2,reviewed,us,us
2012-12-14T20:37:18.910Z,38.657,142.3,53.6,4.8,mb,205,99.4,,0.79,us,usp000jwyv,2014-11-07T01:49:36.464Z,"68 km SE of ?funato, Japan",earthquake,,3.9,,123,reviewed,us,us
2012-11-30T06:41:36.590Z,37.967,142.693,39.4,4.3,mb,58,123.8,,0.76,us,usp000jw8t,2014-11-07T01:49:27.779Z,"131 km ESE of Ishinomaki, Japan",earthquake,,5.5,,14,reviewed,us,us
2012-10-26T10:36:31.900Z,38.736,142.027,53.5,4.6,mb,150,115.8,,0.83,us,usp000jufe,2014-11-07T01:49:08.884Z,"45 km SE of ?funato, Japan",earthquake,,4.4,,102,reviewed,us,us
2012-10-23T21:55:18.560Z,38.75,142.293,57.5,4.7,mb,95,130.1,,0.94,us,usp000juc9,2014-11-07T01:49:08.195Z,"61 km SE of ?funato, Japan",earthquake,,5.4,,41,reviewed,us,us
2012-09-30T22:39:17.900Z,38.326,142.082,26.4,4.6,mb,70,123.5,,1.23,us,usp000jtag,2014-11-07T01:48:57.002Z,"69 km E of Ishinomaki, Japan",earthquake,,15.6,,27,reviewed,us,us
2012-09-27T17:38:48.040Z,38.398,142.236,53.6,4.3,mb,37,129.8,,0.95,us,usp000jt46,2014-11-07T01:48:55.992Z,"81 km E of Ishinomaki, Japan",earthquake,,7.1,,5,reviewed,us,us
2012-09-21T10:08:10.030Z,37.991,142.273,50.2,4.5,mb,15,134.5,,0.57,us,usp000jsns,2014-11-07T01:48:53.412Z,"97 km ESE of Ishinomaki, Japan",earthquake,,7.8,,3,reviewed,us,us
2012-09-09T06:54:14.900Z,38.237,142.069,35,4.1,mb,17,142.6,,1.01,us,usp000js1b,2014-11-07T01:48:49.646Z,"70 km ESE of Ishinomaki, Japan",earthquake,,,,2,reviewed,us,us
2012-08-22T10:51:51.400Z,37.944,142.582,26.1,4.5,mb,27,136,,0.76,us,usp000jqm9,2014-11-07T01:48:36.564Z,"123 km ESE of Ishinomaki, Japan",earthquake,,15.6,,4,reviewed,us,us
2012-07-22T08:20:35.800Z,38.589,141.947,67.8,4.7,mb,67,121.5,,0.87,us,usp000jpaa,2014-11-07T01:48:22.610Z,"57 km SSE of ?funato, Japan",earthquake,,4.8,,17,reviewed,us,us
2012-07-09T04:01:54.870Z,38.659,142.137,51.1,4.7,mb,112,122.1,,0.92,us,usp000jnsj,2014-11-07T01:48:17.468Z,"58 km SE of ?funato, Japan",earthquake,,4.1,,41,reviewed,us,us
2012-07-03T04:22:17.530Z,38.012,142.037,43.8,4.5,mb,70,120.2,,1.07,us,usp000jnhr,2015-03-24T01:30:59.244Z,"78 km SE of Ishinomaki, Japan",earthquake,,,,16,reviewed,us,us
2012-06-29T23:10:06.510Z,38.419,142.107,61.4,4,mb,19,185,,0.44,us,usp000jnd4,2014-11-07T01:48:10.421Z,"70 km E of Ishinomaki, Japan",earthquake,,7.1,,1,reviewed,us,us
2012-06-10T08:38:02.020Z,38.742,142.119,48.7,4.7,mb,67,130.2,,0.79,us,usp000jmkb,2014-11-07T01:48:02.897Z,"50 km SE of ?funato, Japan",earthquake,,4.8,,27,reviewed,us,us
2012-05-27T10:09:25.130Z,38.37,142.32,38,4.6,mb,41,127.1,,0.93,us,usp000jkzq,2014-11-07T01:47:53.874Z,"89 km E of Ishinomaki, Japan",earthquake,,6.6,,6,reviewed,us,us
2012-05-06T21:55:06.520Z,38.462,142.096,60.3,4.5,mb,61,135.7,,0.68,us,usp000jk3q,2014-11-07T01:47:45.392Z,"69 km E of Ishinomaki, Japan",earthquake,,5.4,,14,reviewed,us,us
2012-04-17T04:25:03.880Z,38.271,142.272,61.5,4.6,mb,91,121.6,,0.89,us,usp000jj3x,2014-11-07T01:47:33.176Z,"86 km E of Ishinomaki, Japan",earthquake,,5.7,,26,reviewed,us,us
2012-04-15T16:35:44.040Z,38.689,142.789,43.1,4.5,mb,29,157.1,,1.09,us,usp000jj14,2014-11-07T01:47:32.512Z,"102 km ESE of ?funato, Japan",earthquake,,7.5,,11,reviewed,us,us
2012-04-13T18:25:30.740Z,38.438,142.174,29.6,4.6,mb,41,129.8,,0.81,us,usp000jhw3,2014-11-07T01:47:30.954Z,"76 km E of Ishinomaki, Japan",earthquake,,4.9,,8,reviewed,us,us
2012-04-13T15:54:46.160Z,38.083,142.811,35,4.5,mb,81,74.7,,0.93,us,usp000jhvr,2014-11-07T01:47:30.913Z,"137 km ESE of Ishinomaki, Japan",earthquake,,,,28,reviewed,us,us
2012-04-03T07:05:58.710Z,38.398,142.794,42,4.6,mb,79,125.4,,0.75,us,usp000jh68,2014-11-07T01:47:25.508Z,"119 km SE of ?funato, Japan",earthquake,,4.8,,13,reviewed,us,us
2012-04-02T19:54:33.610Z,37.937,142.813,24.7,5,mb,22,136.6,,0.78,us,usp000jh5g,2014-11-07T01:47:25.153Z,"142 km ESE of Ishinomaki, Japan",earthquake,,21,,6,reviewed,us,us
2012-04-02T04:51:00.750Z,38.743,142.586,44.3,4.6,mb,54,130.1,,0.86,us,usp000jh4j,2014-11-07T01:47:24.571Z,"83 km ESE of ?funato, Japan",earthquake,,6,,14,reviewed,us,us
2012-04-01T08:48:54.350Z,37.945,142.521,39.5,4.6,mb,67,129.2,,0.73,us,usp000jh3f,2014-11-07T01:47:23.638Z,"119 km ESE of Ishinomaki, Japan",earthquake,,4.8,,22,reviewed,us,us
2012-03-10T21:28:02.540Z,37.943,142.275,38.6,4.3,mb,10,156,,0.76,us,usp000jg2c,2014-11-07T01:47:13.515Z,"100 km ESE of Ishinomaki, Japan",earthquake,,13.6,,2,reviewed,us,us
2012-03-08T16:41:37.120Z,38.791,142.334,51.5,4.7,mb,80,124.9,,1.16,us,usp000jfyh,2014-11-07T01:47:12.715Z,"61 km ESE of ?funato, Japan",earthquake,,6.6,,27,reviewed,us,us
2012-03-07T18:41:23.760Z,38.32,142.144,71.4,4.7,mb,27,117.5,,0.81,us,usp000jfx2,2014-11-07T01:47:12.421Z,"74 km E of Ishinomaki, Japan",earthquake,,8.2,,4,reviewed,us,us
2012-02-20T19:16:24.700Z,38.791,142.307,61.5,4.6,mb,36,135.8,,0.52,us,usp000jf5m,2014-11-07T01:47:02.829Z,"near the east coast of Honshu, Japan",earthquake,,5.4,,6,reviewed,us,us
2012-02-18T21:44:00.150Z,38.005,141.908,48.9,4.7,mb,91,116.2,,0.76,us,usp000jf3e,2014-11-07T01:47:02.381Z,"70 km SE of Ishinomaki, Japan",earthquake,,4.2,,30,reviewed,us,us
2012-02-16T05:09:39.680Z,38.495,142.172,44.8,4.4,mb,45,99.2,,1.08,us,usp000jf06,2014-11-07T01:47:01.801Z,"75 km SSE of ?funato, Japan",earthquake,,7.1,,3,reviewed,us,us
2012-02-11T19:55:51.400Z,38.692,142.054,57.8,4.9,mb,202,76.6,,0.96,us,usp000jeu7,2015-03-24T02:36:26.020Z,"51 km SE of ?funato, Japan",earthquake,,4.4,,104,reviewed,us,us
2012-02-05T14:16:59.290Z,38.469,142.437,46.1,4.6,mb,28,155.8,,0.79,us,usp000jehn,2014-11-07T01:46:58.199Z,"91 km SE of ?funato, Japan",earthquake,,5,,5,reviewed,us,us
2012-02-03T09:59:46.680Z,38.482,142.099,50.9,4.7,mb,70,121.1,,0.67,us,usp000jedt,2014-11-07T01:46:57.282Z,"70 km E of Ishinomaki, Japan",earthquake,,4.4,,25,reviewed,us,us
2012-01-19T23:14:25.250Z,38.339,142.136,42.7,4.2,mb,24,182.5,,0.42,us,usp000jdr2,2014-11-07T01:46:48.440Z,"73 km E of Ishinomaki, Japan",earthquake,,5.9,,3,reviewed,us,us
2012-01-12T05:37:28.760Z,38.336,142.461,35,5.2,mb,348,49.4,,0.76,us,usp000jdcv,2014-11-07T01:46:46.529Z,"101 km E of Ishinomaki, Japan",earthquake,,,,243,reviewed,us,us
2012-01-10T23:23:41.150Z,38.275,142.253,43.8,4.1,mb,15,178.4,,1.42,us,usp000jdb5,2014-11-07T01:46:46.113Z,"84 km E of Ishinomaki, Japan",earthquake,,11.6,,5,reviewed,us,us
2012-01-08T04:41:19.610Z,38.672,141.917,42.5,4.4,mb,54,108.1,,0.59,us,usp000jd75,2014-11-07T01:46:44.827Z,"47 km SSE of ?funato, Japan",earthquake,,5.8,,18,reviewed,us,us
2012-01-05T16:47:08.100Z,38.714,142.197,47.1,5,mb,293,35.7,,0.86,us,usp000jd30,2014-11-07T01:46:43.782Z,"57 km SE of ?funato, Japan",earthquake,,2.5,,183,reviewed,us,us
2011-12-27T07:33:35.350Z,38.253,142.09,46.2,4.6,mb,107,99.3,,0.76,us,usp000jcpt,2014-11-07T01:46:37.913Z,"71 km ESE of Ishinomaki, Japan",earthquake,,4.7,,38,reviewed,us,us
2011-12-19T03:55:13.020Z,38.352,142.121,35.9,4.6,mb,33,135.7,,0.93,us,usp000jccv,2014-11-07T01:46:35.574Z,"72 km E of Ishinomaki, Japan",earthquake,,7.4,,5,reviewed,us,us
2011-12-18T06:08:58.190Z,38.664,142.291,44.8,4.8,mb,70,121.9,,0.84,us,usp000jcbx,2014-11-07T01:46:35.265Z,"67 km SE of ?funato, Japan",earthquake,,,,13,reviewed,us,us
2011-12-17T03:21:58.300Z,38.697,142.686,43.8,4.3,mb,15,158.3,,1.21,us,usp000jc9p,2014-11-07T01:46:34.975Z,"93 km ESE of ?funato, Japan",earthquake,,13.6,,1,reviewed,us,us
2011-12-16T05:27:27.860Z,38.433,142.162,14.2,4.8,mb,82,90,,0.8,us,usp000jc8n,2014-11-07T01:46:34.685Z,"75 km E of Ishinomaki, Japan",earthquake,,12.3,,33,reviewed,us,us
2011-12-12T02:34:09.620Z,38.176,142.352,39.5,4.7,mb,39,121.5,,1,us,usp000jc3k,2015-03-24T02:38:44.311Z,"95 km ESE of Ishinomaki, Japan",earthquake,,7.2,,5,reviewed,us,us
2011-12-11T07:06:44.350Z,38.366,141.997,65.4,4.5,mb,20,135.7,,0.82,us,usp000jc2g,2014-11-07T01:46:33.012Z,"61 km E of Ishinomaki, Japan",earthquake,,7.5,,3,reviewed,us,us
2011-12-07T19:26:57.790Z,38.079,142.596,29.2,4.7,mb,111,119.6,,0.88,us,usp000jbxs,2014-11-07T01:46:31.871Z,"119 km ESE of Ishinomaki, Japan",earthquake,,11,,46,reviewed,us,us
2011-11-28T18:53:33.080Z,38.669,141.915,63.7,4.7,mb,79,122.2,,0.85,us,usp000jbjm,2014-11-07T01:46:25.577Z,"47 km SSE of ?funato, Japan",earthquake,,5.5,,27,reviewed,us,us
2011-11-22T02:35:39.780Z,38.437,142.057,46.8,4.5,mb,28,120,,0.61,us,usp000jb88,2014-11-07T01:46:23.675Z,"66 km E of Ishinomaki, Japan",earthquake,,7.2,,4,reviewed,us,us
2011-11-21T15:02:39.950Z,38.445,142.626,44.6,4.4,mb,10,189.2,,0.64,us,usp000jb79,2014-11-07T01:46:23.561Z,"105 km SE of ?funato, Japan",earthquake,,11.9,,3,reviewed,us,us
2011-11-21T09:48:27.850Z,37.816,142.19,48.5,4.7,mb,95,121,,0.72,us,usp000jb71,2014-11-07T01:46:23.530Z,"102 km SE of Ishinomaki, Japan",earthquake,,4.4,,35,reviewed,us,us
2011-11-09T16:05:06.180Z,38.258,142.179,46.8,4.4,mb,31,134,,0.95,us,usp000jams,2014-11-07T01:46:19.617Z,"78 km ESE of Ishinomaki, Japan",earthquake,,8.1,,5,reviewed,us,us
2011-11-08T13:52:50.670Z,38.213,142.27,41.9,4.2,mb,25,129.6,,0.96,us,usp000jak3,2014-11-07T01:46:19.326Z,"87 km ESE of Ishinomaki, Japan",earthquake,,9.8,,3,reviewed,us,us
2011-10-30T23:08:28.800Z,38.783,142.418,31.2,4.8,mb,95,85.4,,0.69,us,usp000ja53,2014-11-07T01:46:12.735Z,"68 km ESE of ?funato, Japan",earthquake,,1.8,,38,reviewed,us,us
2011-10-28T06:59:20.970Z,38.3,141.925,35,4.5,mb,22,142.4,,1.46,us,usp000ja0m,2014-11-07T01:46:11.853Z,"56 km ESE of Ishinomaki, Japan",earthquake,,,,4,reviewed,us,us
2011-10-24T00:52:03.170Z,37.854,142.116,47,4.1,mb,11,155.9,,0.84,us,usp000j9ts,2014-11-07T01:46:10.679Z,"94 km SE of Ishinomaki, Japan",earthquake,,17.6,,3,reviewed,us,us
2011-10-19T02:18:51.270Z,38.244,142.07,42.9,4.7,mb,107,98.6,,0.79,us,usp000j9hj,2014-11-07T01:46:07.847Z,"70 km ESE of Ishinomaki, Japan",earthquake,,5.5,,56,reviewed,us,us
2011-10-18T09:06:02.510Z,38.638,142.021,61,4.7,mb,41,130.1,,0.69,us,usp000j9gn,2014-11-07T01:46:07.740Z,"54 km SSE of ?funato, Japan",earthquake,,5.3,,6,reviewed,us,us
2011-10-18T04:23:17.370Z,38.366,142.28,57.3,4.7,mb,26,129.7,,0.69,us,usp000j9gc,2014-11-07T01:46:07.673Z,"85 km E of Ishinomaki, Japan",earthquake,,8,,4,reviewed,us,us
2011-10-11T16:39:52.890Z,37.986,141.912,55.3,4.5,mb,36,119.8,,0.91,us,usp000j97z,2014-11-07T01:46:06.099Z,"71 km SE of Ishinomaki, Japan",earthquake,,7.1,,4,reviewed,us,us
2011-10-06T08:37:32.730Z,38.25,142.644,35,4.6,mb,60,115.3,,0.84,us,usp000j902,2014-11-07T01:46:04.497Z,"118 km E of Ishinomaki, Japan",earthquake,,10.6,,27,reviewed,us,us
2011-10-04T01:14:57.620Z,38.274,141.981,59.6,4.4,mb,7,175.2,,0.45,us,usp000j8w9,2014-11-07T01:46:02.895Z,"61 km ESE of Ishinomaki, Japan",earthquake,,13,,4,reviewed,us,us
2011-09-18T00:55:37.650Z,38.517,142.446,37.3,4.2,mb,14,192.9,,0.84,us,usp000j87r,2014-11-07T01:45:54.973Z,"88 km SE of ?funato, Japan",earthquake,,11,,7,reviewed,us,us
2011-09-16T21:42:33.570Z,38.255,142.169,35,4.4,mb,13,211.1,,0.56,us,usp000j85d,2014-11-07T01:45:54.555Z,"78 km ESE of Ishinomaki, Japan",earthquake,,,,3,reviewed,us,us
2011-09-16T05:31:59.630Z,38.273,141.986,54.5,4.7,mb,25,129.7,,0.77,us,usp000j843,2014-11-07T01:45:54.208Z,"62 km ESE of Ishinomaki, Japan",earthquake,,4.9,,3,reviewed,us,us
2011-09-15T22:39:27.530Z,38.258,142.222,47.3,4.1,mb,18,155.7,,1.02,us,usp000j83r,2014-11-07T01:45:54.153Z,"82 km ESE of Ishinomaki, Japan",earthquake,,9.3,,6,reviewed,us,us
2011-09-13T14:14:34.130Z,38.79,142.318,60.9,4.7,mb,119,121.8,,0.88,us,usp000j804,2014-11-07T01:45:53.359Z,"60 km ESE of ?funato, Japan",earthquake,,6,,60,reviewed,us,us
2011-09-07T14:26:27.060Z,38.199,142.178,72.6,4.5,mb,13,177.8,,0.99,us,usp000j7rk,2014-11-07T01:45:51.218Z,"80 km ESE of Ishinomaki, Japan",earthquake,,9.9,,2,reviewed,us,us
2011-09-05T04:57:36.450Z,38.089,142.568,35,4,mb,6,182.6,,0.84,us,usp000j7mr,2014-11-07T01:45:50.245Z,"116 km ESE of Ishinomaki, Japan",earthquake,,,,1,reviewed,us,us
2011-09-04T12:22:03.050Z,38.345,142.363,36,4.9,mb,33,97.9,,0.73,us,usp000j7kn,2014-11-07T01:45:50.071Z,"93 km E of Ishinomaki, Japan",earthquake,,7.4,,12,reviewed,us,us
2011-08-28T01:23:16.370Z,38.399,142.457,27.5,4.1,mb,16,129.8,,0.71,us,usp000j75e,2014-11-07T01:45:44.102Z,"98 km SE of ?funato, Japan",earthquake,,24.8,,2,reviewed,us,us
2011-08-23T23:59:15.310Z,37.871,142.707,39.8,4.2,mb,30,120.9,,0.86,us,usp000j6xs,2014-11-07T01:45:41.726Z,"137 km ESE of Ishinomaki, Japan",earthquake,,9.4,,5,reviewed,us,us
2011-08-20T21:30:30.060Z,37.991,142.608,35,4.4,mb,9,141.4,,1.47,us,usp000j6s4,2014-11-07T01:45:39.590Z,"123 km ESE of Ishinomaki, Japan",earthquake,,,,3,reviewed,us,us
2011-08-19T05:01:04.440Z,38.429,142.439,49.4,4.2,mb,11,135.8,,0.59,us,usp000j6nv,2014-11-07T01:45:38.207Z,"95 km SE of ?funato, Japan",earthquake,,10.7,,2,reviewed,us,us
2011-08-17T03:14:30.680Z,38.368,142.078,39.5,4.6,mb,141,120,,0.84,us,usp000j6k9,2014-11-07T01:45:37.740Z,"68 km E of Ishinomaki, Japan",earthquake,,5,,83,reviewed,us,us
2011-08-17T03:05:07.240Z,38.395,142.093,42,5,mwc,255,89.9,,0.82,us,usp000j6k8,2022-09-06T12:01:18.632Z,"69 km E of Ishinomaki, Japan",earthquake,,4.2,,,reviewed,us,gcmt
2011-08-17T01:30:55.930Z,37.891,142.393,25.9,4.3,mb,20,129.2,,0.66,us,usp000j6k4,2014-11-07T01:45:37.701Z,"112 km ESE of Ishinomaki, Japan",earthquake,,15.4,,4,reviewed,us,us
2011-08-16T16:11:28.810Z,38.368,142.251,39.5,4.5,mb,17,135.8,,0.6,us,usp000j6j7,2014-11-07T01:45:37.338Z,"83 km E of Ishinomaki, Japan",earthquake,,7.6,,3,reviewed,us,us
2011-08-13T08:30:22.960Z,38.421,142.221,29.9,4.8,mb,16,135.8,,0.57,us,usp000j6dh,2014-11-07T01:45:36.208Z,"80 km E of Ishinomaki, Japan",earthquake,,16.1,,2,reviewed,us,us
2011-08-11T13:31:26.840Z,38.363,142.039,44.4,5.2,mwc,269,47.1,,0.99,us,usp000j6aa,2015-03-24T02:27:54.392Z,"64 km E of Ishinomaki, Japan",earthquake,,5.6,,,reviewed,us,gcmt
2011-08-08T01:05:38.880Z,38.727,142.297,51.2,4.6,mb,42,130.2,,0.81,us,usp000j65e,2014-11-07T01:45:34.780Z,"63 km SE of ?funato, Japan",earthquake,,5.3,,10,reviewed,us,us
2011-08-02T16:44:24.750Z,38.735,142.594,50.9,4.3,mb,21,135.9,,0.92,us,usp000j5vj,2014-11-07T01:45:32.709Z,"84 km ESE of ?funato, Japan",earthquake,,9,,2,reviewed,us,us
2011-08-01T06:55:00.730Z,38.685,142.011,49.4,4.7,mb,94,123.4,,0.75,us,usp000j5ty,2014-11-07T01:45:30.909Z,"49 km SSE of ?funato, Japan",earthquake,,4.5,,46,reviewed,us,us
2011-07-31T19:33:50.280Z,38.799,142.23,49.8,4.6,mb,151,75.7,,0.78,us,usp000j5sy,2014-11-07T01:45:28.586Z,"53 km SE of ?funato, Japan",earthquake,,4.4,,81,reviewed,us,us
2011-07-31T12:40:05.300Z,38.642,141.928,56,4.5,mb,41,130.1,,0.73,us,usp000j5sc,2014-11-07T01:45:28.419Z,"51 km SSE of ?funato, Japan",earthquake,,5.1,,10,reviewed,us,us
2011-07-29T23:18:37.740Z,38.343,142.442,26.1,4.5,mb,28,142.7,,1.22,us,usp000j5q5,2014-11-07T01:45:28.019Z,"100 km E of Ishinomaki, Japan",earthquake,,20.1,,3,reviewed,us,us
2011-07-26T13:36:01.180Z,38.436,141.904,57.7,4.6,mb,46,121.9,,0.93,us,usp000j5hh,2015-03-24T02:39:23.796Z,"52 km E of Ishinomaki, Japan",earthquake,,3.5,,5,reviewed,us,us
2011-07-25T11:10:47.320Z,38.604,142.12,35,4.8,mb,74,83.2,,1.12,us,usp000j5fj,2014-11-07T01:45:26.028Z,"62 km SE of ?funato, Japan",earthquake,,,,22,reviewed,us,us
2011-07-23T23:56:17.050Z,38.452,141.933,70,4.4,mb,35,129.9,,0.58,us,usp000j5d3,2014-11-07T01:45:25.601Z,"55 km E of Ishinomaki, Japan",earthquake,,5.2,,4,reviewed,us,us
2011-07-22T05:58:27.360Z,38.298,141.904,53,4.7,mb,41,129.7,,0.85,us,usp000j5a8,2014-11-07T01:45:24.938Z,"54 km ESE of Ishinomaki, Japan",earthquake,,6.1,,9,reviewed,us,us
2011-07-20T13:09:43.820Z,38.514,142.115,45.8,4.5,mb,29,135.7,,1.17,us,usp000j578,2014-11-07T01:45:24.451Z,"70 km SSE of ?funato, Japan",earthquake,,8.4,,2,reviewed,us,us
2011-07-18T16:00:22.560Z,38.303,142.226,48.7,4.6,mb,24,129.7,,0.65,us,usp000j543,2014-11-07T01:45:23.257Z,"81 km E of Ishinomaki, Japan",earthquake,,7.1,,1,reviewed,us,us
2011-07-15T23:53:12.980Z,38.268,142.252,51.3,4.4,mb,28,129.6,,0.8,us,usp000j4zv,2014-11-07T01:45:22.446Z,"84 km ESE of Ishinomaki, Japan",earthquake,,7.4,,4,reviewed,us,us
2011-07-13T18:49:58.970Z,38.381,142.301,36,4.6,mb,37,116.7,,0.98,us,usp000j4tt,2014-11-07T01:45:21.590Z,"87 km E of Ishinomaki, Japan",earthquake,,7.3,,5,reviewed,us,us
2011-07-12T15:37:23.700Z,38.323,141.947,47.1,4.9,mwc,365,32.9,,0.72,us,usp000j4rw,2014-11-07T01:45:21.210Z,"57 km E of Ishinomaki, Japan",earthquake,,,,,reviewed,us,gcmt
2011-07-12T10:22:07.660Z,38.023,142.396,42,4.3,mb,28,107.1,,1.02,us,usp000j4rf,2014-11-07T01:45:21.160Z,"105 km ESE of Ishinomaki, Japan",earthquake,,8.1,,3,reviewed,us,us
2011-07-11T01:36:05.550Z,38.404,142.144,34.5,4.5,mb,124,116.7,,0.74,us,usp000j4kj,2014-11-07T01:45:20.236Z,"73 km E of Ishinomaki, Japan",earthquake,,8.3,,41,reviewed,us,us
