time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-05-12T16:49:37.350Z,38.4847,141.9287,43.99,5,mb,,94,1.087,1.19,us,us1000e3p8,2018-08-08T15:21:13.040Z,"55 km E of Ishinomaki, Japan",earthquake,7,5.1,0.043,170,reviewed,us,us
2018-04-19T04:57:56.010Z,38.7575,142.3558,35,4.6,mb,,110,1.518,0.74,us,us1000drz8,2018-07-17T02:05:31.040Z,"65 km ESE of ?funato, Japan",earthquake,5.7,2,0.125,19,reviewed,us,us
2018-04-12T13:37:39.530Z,38.3751,141.949,59.44,4.9,mb,,120,1.044,1.3,us,us2000dyw3,2018-07-07T02:25:20.040Z,"56 km E of Ishinomaki, Japan",earthquake,6.6,5.8,0.042,174,reviewed,us,us
2018-02-16T21:38:46.030Z,38.432,141.9695,55.84,4.4,mwr,,130,1.086,0.72,us,us2000d3id,2018-05-15T06:29:11.040Z,"58 km E of Ishinomaki, Japan",earthquake,6.7,5.4,0.066,22,reviewed,us,us
2017-12-06T20:47:18.360Z,38.2901,141.9759,58.39,4.4,mb,,175,1.026,0.57,us,us2000c3vk,2018-02-28T02:32:30.040Z,"60 km ESE of Ishinomaki, Japan",earthquake,7.6,10.7,0.189,8,reviewed,us,us
2017-11-25T11:36:41.860Z,38.3106,141.9337,58.39,4.4,mb,,145,1.004,1.06,us,us1000bjxe,2018-02-14T02:01:14.040Z,"56 km ESE of Ishinomaki, Japan",earthquake,4.1,8.7,0.138,15,reviewed,us,us
2017-11-18T14:49:57.050Z,38.289,142.4919,60.22,4.4,mb,,140,1.407,1.2,us,us2000buyl,2018-02-06T02:45:42.040Z,"105 km E of Ishinomaki, Japan",earthquake,4.9,9.1,0.144,14,reviewed,us,us
2017-11-10T16:38:18.910Z,38.3544,141.9495,45.89,4.9,mb,,114,1.035,1.11,us,us2000blgt,2018-01-31T03:04:47.040Z,"57 km E of Ishinomaki, Japan",earthquake,6.8,5.4,0.043,169,reviewed,us,us
2017-11-06T01:34:32.200Z,38.4518,142.2631,41.45,4.4,mb,,141,1.299,0.9,us,us2000bj2l,2018-01-31T03:04:40.040Z,"83 km SE of ?funato, Japan",earthquake,8.3,8.1,0.12,20,reviewed,us,us
2017-09-14T16:37:12.750Z,37.9693,142.5797,32.79,4.3,mb,,131,1.419,1.37,us,us2000asky,2017-12-13T02:29:43.040Z,"122 km ESE of Ishinomaki, Japan",earthquake,7.6,6.5,0.129,17,reviewed,us,us
2017-09-10T15:31:23.820Z,37.8866,141.9272,41.94,4.2,mb,,176,0.9,0.79,us,us2000artt,2017-12-13T02:29:35.040Z,"80 km SE of Ishinomaki, Japan",earthquake,8,9.5,0.176,9,reviewed,us,us
2017-08-20T00:55:10.120Z,38.3629,142.4695,41.27,4,mb,,154,1.413,0.72,us,us2000abbj,2017-11-22T03:43:25.040Z,"102 km E of Ishinomaki, Japan",earthquake,7.7,8.5,0.211,6,reviewed,us,us
2017-08-18T03:10:05.040Z,38.5397,142.2005,45.16,4.1,mwr,,194,1.297,0.89,us,us2000a98x,2017-11-14T01:42:13.040Z,"72 km SE of ?funato, Japan",earthquake,8.8,8.4,0.066,22,reviewed,us,us
2017-08-02T00:19:21.230Z,38.7824,142.5208,35,4.3,mb,,152,1.638,0.78,us,us2000a5xf,2017-10-18T01:54:14.040Z,"76 km ESE of ?funato, Japan",earthquake,8.5,2,0.177,9,reviewed,us,us
2017-07-11T08:02:52.750Z,38.2713,142.2507,40.49,4.3,mb,,142,1.221,1.1,us,us100098r2,2017-10-06T23:56:13.040Z,"84 km ESE of Ishinomaki, Japan",earthquake,9.2,9.1,0.168,10,reviewed,us,us
2017-07-01T18:53:11.750Z,38.57,141.9689,55.22,4.3,mb,,174,1.162,0.7,us,us100095rg,2017-09-27T02:03:21.040Z,"59 km SSE of ?funato, Japan",earthquake,7.8,8.9,0.129,17,reviewed,us,us
2017-06-25T20:16:40.570Z,38.6912,142.1488,60.46,4.4,mb,,140,1.348,0.87,us,us20009pmz,2017-09-27T02:03:12.040Z,"56 km SE of ?funato, Japan",earthquake,8.7,9.2,0.108,25,reviewed,us,us
2017-05-26T16:45:49.140Z,38.5405,142.3874,46.52,4.1,mb,,186,1.426,1.23,us,us10008x44,2017-08-10T01:34:03.040Z,"82 km SE of ?funato, Japan",earthquake,10.2,12.7,0.198,7,reviewed,us,us
2017-04-02T03:32:16.290Z,38.0002,142.5754,20.98,4.5,mb,,135,1.418,0.62,us,us10008dvz,2017-06-23T07:26:26.040Z,"120 km ESE of Ishinomaki, Japan",earthquake,7.9,5.7,0.076,51,reviewed,us,us
2017-02-25T04:52:55.100Z,38.7647,142.2577,38.55,4.6,mb,,125,1.46,0.63,us,us20008mcu,2017-05-17T01:19:39.040Z,"57 km SE of ?funato, Japan",earthquake,7.5,6.2,0.071,59,reviewed,us,us
2017-01-31T18:43:01.340Z,38.2792,142.3718,17.2,4.6,mb,,121,1.314,1,us,us10007wh2,2017-04-27T01:38:40.040Z,"94 km E of Ishinomaki, Japan",earthquake,7,2.8,0.095,33,reviewed,us,us
2017-01-16T22:35:24.790Z,38.6973,142.1069,59.29,4.3,mb,,219,1.326,0.53,us,us10007wp4,2017-04-12T02:28:58.040Z,"53 km SE of ?funato, Japan",earthquake,10.8,10.3,0.148,13,reviewed,us,us
2017-01-05T17:39:11.690Z,38.6598,142.3334,31.16,4.6,mb,,98,1.449,0.61,us,us10007rgy,2017-03-27T23:53:23.040Z,"70 km SE of ?funato, Japan",earthquake,7.3,5.5,0.073,57,reviewed,us,us
2017-01-03T12:13:43.250Z,38.6079,142.5158,35,4.4,mb,,143,1.546,0.85,us,us10007pg5,2017-03-27T23:53:20.040Z,"86 km SE of ?funato, Japan",earthquake,7.2,2,0.127,18,reviewed,us,us
2016-12-30T03:03:47.610Z,38.6072,142.2602,46.64,4.3,mb,,201,1.372,0.85,us,us10007nng,2017-03-23T22:52:09.040Z,"69 km SE of ?funato, Japan",earthquake,5.4,10.4,0.126,18,reviewed,us,us
2016-12-07T13:29:21.460Z,37.8386,141.9823,35.07,4.2,mb,,177,0.944,1.34,us,us20007z0g,2017-03-03T07:06:06.040Z,"87 km SE of Ishinomaki, Japan",earthquake,6.8,12.7,0.235,5,reviewed,us,us
2016-11-09T22:20:41.640Z,38.7262,142.1618,48.21,5,mww,,93,1.377,0.53,us,us100076kd,2017-02-02T02:21:05.040Z,"54 km SE of ?funato, Japan",earthquake,6.3,6.5,,,reviewed,us,us
2016-09-30T19:04:32.640Z,38.1464,142.0181,50.16,4.6,mb,,120,1.009,0.95,us,us20007dj3,2017-01-03T21:10:39.040Z,"69 km ESE of Ishinomaki, Japan",earthquake,6.9,8.4,0.133,17,reviewed,us,us
2016-09-17T13:39:45.300Z,38.6524,142.2755,38.05,4.6,mb,,131,1.407,0.9,us,us10006qf5,2016-12-12T23:01:27.040Z,"67 km SE of ?funato, Japan",earthquake,7,7.6,0.108,26,reviewed,us,us
2016-09-12T08:01:26.640Z,38.2183,142.1241,35,4.6,mb,,177,1.109,1.09,us,us10006nzy,2016-12-07T02:56:12.040Z,"75 km ESE of Ishinomaki, Japan",earthquake,7.4,2,0.183,9,reviewed,us,us
2016-09-01T23:27:00.980Z,38.2243,141.9052,43.52,4.5,mb,,150,0.949,0.71,us,us10006jhv,2016-11-29T01:28:51.040Z,"57 km ESE of Ishinomaki, Japan",earthquake,5.4,7.8,0.109,25,reviewed,us,us
2016-08-22T06:11:08.980Z,38.3251,142.113,35,5.1,mww,,18,1.139,0.86,us,us10006fpt,2016-11-19T04:58:34.040Z,"71 km E of Ishinomaki, Japan",earthquake,6.2,1.9,,,reviewed,us,us
2016-07-29T03:42:16.920Z,38.3222,142.1584,26.25,4.1,mb,,168,1.17,1.13,us,us1000689z,2016-10-19T04:51:38.040Z,"75 km E of Ishinomaki, Japan",earthquake,6.4,5.6,0.166,10,reviewed,us,us
2016-06-13T18:17:26.490Z,38.6286,142.0181,57.34,4.1,mb,,153,1.229,0.56,us,us200065in,2016-08-25T01:22:54.040Z,"55 km SSE of ?funato, Japan",earthquake,5.8,6.4,0.145,13,reviewed,us,us
2016-05-24T18:00:54.300Z,38.6112,142.0328,50.05,4.1,mb,,174,1.227,0.65,us,us20005z7n,2016-08-03T22:33:44.040Z,"58 km SSE of ?funato, Japan",earthquake,8.6,11.9,0.301,4,reviewed,us,us
2016-05-02T20:51:20.880Z,38.2791,142.13,25.06,4.2,mb,,148,1.134,0.65,us,us10005gil,2016-07-19T20:03:10.040Z,"74 km ESE of Ishinomaki, Japan",earthquake,7.9,6.4,0.146,13,reviewed,us,us
2016-04-20T04:07:04.890Z,38.5163,142.0294,64.31,4.4,mb,,107,1.171,0.9,us,us10005drp,2016-06-27T23:02:23.040Z,"64 km E of Ishinomaki, Japan",earthquake,6.1,7.8,0.24,5,reviewed,us,us
2016-02-08T16:54:28.100Z,38.1372,142.0012,45.66,4.4,mb,,114,0.993,0.81,us,us20004zim,2022-08-02T12:43:57.775Z,"68 km ESE of Ishinomaki, Japan",earthquake,6.7,7.1,0.1,29,reviewed,us,us
2016-01-28T20:47:27.800Z,38.1901,141.9192,38.28,4.6,mb,,130,0.947,0.89,us,us20004vcv,2016-04-08T23:06:19.040Z,"59 km ESE of Ishinomaki, Japan",earthquake,5.6,6.8,0.132,17,reviewed,us,us
2015-12-09T03:26:31.620Z,38.7287,142.1513,47.99,4.4,mb,,144,1.372,0.81,us,us20004fqb,2016-03-02T03:36:40.040Z,"53 km SE of ?funato, Japan",earthquake,4.5,9.7,0.17,10,reviewed,us,us
2015-12-09T03:05:11.870Z,38.7284,142.2476,47.14,4.4,mb,,177,1.432,0.87,us,us20004gg9,2016-03-02T03:36:40.040Z,"59 km SE of ?funato, Japan",earthquake,7.8,6.2,0.189,8,reviewed,us,us
2015-12-08T06:07:36.650Z,38.7287,142.2404,44.1,4.2,mb,,155,1.428,0.85,us,us20004gew,2016-03-02T03:36:38.040Z,"59 km SE of ?funato, Japan",earthquake,8.7,9.6,0.167,10,reviewed,us,us
2015-12-02T21:17:27.520Z,38.2239,142.1297,46.75,4.2,mb,,151,1.115,0.93,us,us100043d9,2016-02-25T22:33:06.040Z,"75 km ESE of Ishinomaki, Japan",earthquake,8.1,10.2,0.152,12,reviewed,us,us
2015-12-01T22:48:06.570Z,38.6716,142.3066,32.63,4.7,mb,,125,1.437,0.81,us,us100042kn,2016-02-25T22:33:05.040Z,"67 km SE of ?funato, Japan",earthquake,7,5.1,0.06,85,reviewed,us,us
2015-11-19T18:25:10.590Z,38.2437,142.5743,29.52,4.5,mb,,135,1.457,0.85,us,us10003zm8,2016-02-18T04:48:43.040Z,"113 km E of Ishinomaki, Japan",earthquake,7.9,5.3,0.124,19,reviewed,us,us
2015-10-06T10:17:33.430Z,38.7101,142.1083,36.34,4.5,mb,,113,1.334,0.68,us,us10003knp,2016-01-04T22:29:21.040Z,"52 km SE of ?funato, Japan",earthquake,7.4,7.1,0.069,62,reviewed,us,us
2015-10-06T09:32:07.350Z,38.7091,142.191,32.79,4.7,mwr,,97,1.385,0.67,us,us10003kni,2016-11-10T21:55:18.524Z,"57 km SE of ?funato, Japan",earthquake,6.8,4.7,0.075,17,reviewed,us,us
2015-10-04T19:39:08.480Z,38.6802,142.1311,54.51,4.2,mb,,155,1.33,1.1,us,us10003k8z,2016-01-04T22:29:07.040Z,"56 km SE of ?funato, Japan",earthquake,8.5,10.2,0.236,5,reviewed,us,us
2015-10-03T19:35:45.890Z,38.2148,141.9009,39.98,4.4,mb,,126,0.942,0.74,us,us10003k22,2016-01-04T22:28:58.040Z,"near the east coast of Honshu, Japan",earthquake,5.3,7.8,0.105,26,reviewed,us,us
2015-09-05T04:18:07.990Z,38.7001,142.1506,28.08,4.7,mb,,130,1.354,1.02,us,us20003gk8,2015-12-05T01:40:27.040Z,"55 km SE of ?funato, Japan",earthquake,7.3,5,0.079,48,reviewed,us,us
2015-08-24T18:24:39.350Z,38.7765,142.0859,54.3,4.7,mb,,122,1.363,0.8,us,us100034iu,2015-11-24T02:09:33.040Z,"45 km SE of ?funato, Japan",earthquake,7.6,5.8,0.048,132,reviewed,us,us
2015-08-24T03:59:09.290Z,38.0018,142.421,32.07,4.5,mb,,129,1.296,1.27,us,us100034er,2015-11-24T02:09:32.040Z,"108 km ESE of Ishinomaki, Japan",earthquake,7.2,5.4,0.102,28,reviewed,us,us
2015-08-20T12:57:32.850Z,38.7426,142.1189,46.81,4.6,mb,,83,1.361,0.83,us,us100033nn,2015-11-24T02:09:25.040Z,"50 km SE of ?funato, Japan",earthquake,4.4,5.9,0.043,161,reviewed,us,us
2015-08-10T13:30:59.470Z,38.3188,141.9364,37.77,4.6,mb,,98,1.01,0.78,us,us100030sd,2022-07-31T23:24:11.837Z,"56 km ESE of Ishinomaki, Japan",earthquake,6.5,4.1,0.073,57,reviewed,us,us
2015-08-01T14:24:42.110Z,38.3328,142.0534,56.84,4.7,mb,,127,1.099,1.17,us,us10002x4l,2015-10-30T02:47:42.040Z,"66 km E of Ishinomaki, Japan",earthquake,7.2,6.7,0.083,44,reviewed,us,us
2015-08-01T00:23:01.680Z,38.7416,142.1783,40.63,4.4,mwr,,72,1.397,0.73,us,us10002x0u,2015-10-30T02:47:41.040Z,"54 km SE of ?funato, Japan",earthquake,6.9,5.5,0.069,20,reviewed,us,us
2015-07-16T05:39:12.410Z,38.2828,142.0076,35.28,4.4,mb,,136,1.046,0.6,us,us10002y6k,2015-10-14T21:05:35.040Z,"63 km ESE of Ishinomaki, Japan",earthquake,6.2,7.8,0.143,14,reviewed,us,us
2015-07-08T13:14:05.420Z,38.6423,142.4959,35,4.5,mb,,98,1.549,0.93,us,us200030wg,2015-09-30T00:21:03.040Z,"82 km SE of ?funato, Japan",earthquake,7.5,2,0.086,40,reviewed,us,us
2015-07-05T10:41:54.570Z,38.7375,142.1446,32.52,4.7,mb,,117,1.374,0.88,us,us10002ni7,2015-09-30T00:20:57.040Z,"52 km SE of ?funato, Japan",earthquake,6.1,3.9,0.051,119,reviewed,us,us
2015-07-04T04:23:50.680Z,38.7407,142.0482,23.99,4.8,mb,,117,1.318,1.06,us,us10002nd9,2015-09-30T00:20:55.040Z,"46 km SE of ?funato, Japan",earthquake,6.7,4.6,0.059,88,reviewed,us,us
2015-06-27T22:58:51.770Z,38.4381,142.3046,37.58,4.4,mb,,156,1.322,0.86,us,us20002wte,2015-09-02T22:37:22.040Z,"86 km SE of ?funato, Japan",earthquake,8.1,9.9,0.189,8,reviewed,us,us
2015-06-23T11:06:51.050Z,38.7018,142.3324,40.86,4.6,mb,,104,1.471,1.29,us,us20002w0v,2015-09-01T00:53:55.040Z,"67 km SE of ?funato, Japan",earthquake,7.1,6.6,0.165,11,reviewed,us,us
2015-06-22T02:17:55.200Z,38.788,142.2603,35.66,4.7,mwr,,135,1.476,1.25,us,us10002ksn,2015-09-01T00:53:53.040Z,"56 km SE of ?funato, Japan",earthquake,6.5,5.7,0.063,24,reviewed,us,us
2015-05-12T07:51:43.810Z,37.9085,142.749,10,4.5,mb,,147,1.55,0.45,us,us10002bf7,2015-07-17T07:06:11.040Z,"138 km ESE of Ishinomaki, Japan",earthquake,7.2,1.8,0.204,9,reviewed,us,us
2015-05-08T06:29:18.590Z,38.654,142.4581,36.19,4.1,mwr,,121,1.529,1.52,us,us20002dpz,2015-07-17T07:05:58.040Z,"79 km SE of ?funato, Japan",earthquake,7.4,5.5,0.078,16,reviewed,us,us
2015-04-23T10:17:57.930Z,38.5963,141.9384,52.38,4.2,mb,,122,1.16,0.85,us,us200028j9,2015-07-03T00:23:37.040Z,"56 km SSE of ?funato, Japan",earthquake,7.3,3,0.113,22,reviewed,us,us
2015-04-15T20:16:45.930Z,38.4384,142.1476,10,4.4,mb,,136,1.212,0.64,us,us200026t8,2022-07-28T08:15:44.269Z,"74 km E of Ishinomaki, Japan",earthquake,6.8,1.9,0.085,40,reviewed,us,us
2015-04-02T19:04:42.570Z,38.6212,142.0475,59.42,4.5,mb,,77,1.242,1.28,us,us10001tb2,2022-07-28T05:56:15.541Z,"57 km SSE of ?funato, Japan",earthquake,1.8,6.4,0.057,90,reviewed,us,us
2015-02-26T01:11:23.800Z,38.4821,142.0433,52.04,5,mwr,,74,1.162,0.35,us,usc000ttaf,2022-07-27T23:16:50.086Z,"65 km E of Ishinomaki, Japan",earthquake,6.1,5.2,0.069,20,reviewed,us,us
2015-02-17T01:46:50.870Z,38.5609,142.3846,49.48,4.1,mb,,122,1.433,0.96,us,usb000tpx2,2015-05-11T23:20:20.040Z,"81 km SE of ?funato, Japan",earthquake,7.6,8,0.158,11,reviewed,us,us
2015-02-05T20:28:43.080Z,38.5955,141.9203,56.97,4.5,mb,,93,1.148,0.55,us,usc000tmji,2015-05-04T22:47:42.040Z,"55 km SSE of ?funato, Japan",earthquake,6.7,5.1,0.11,27,reviewed,us,us
2015-01-24T13:28:29.890Z,37.889,142.8069,17.16,4.5,mb,,150,1.596,1.29,us,usc000tit2,2015-04-24T16:55:20.040Z,"144 km ESE of Ishinomaki, Japan",earthquake,8.6,5.8,0.131,19,reviewed,us,us
2015-01-07T09:58:57.060Z,38.4049,141.9569,47.92,4.2,mb,,135,1.064,0.6,us,usc000tccg,2015-03-27T07:02:28.040Z,"57 km E of Ishinomaki, Japan",earthquake,4.4,8.5,0.216,6,reviewed,us,us
2014-12-18T03:19:43.130Z,38.178,142.5142,50.64,4.4,mb,,156,3.798,0.89,us,usc000tcph,2015-03-06T02:59:00.040Z,"109 km ESE of Ishinomaki, Japan",earthquake,8.1,11.4,0.24,5,reviewed,us,us
2014-12-04T05:14:22.160Z,37.9437,142.357,33.85,4.4,mb,,136,1.242,1.03,us,usc000t7p2,2015-02-28T02:16:07.040Z,"106 km ESE of Ishinomaki, Japan",earthquake,7.8,6.2,0.162,11,reviewed,us,us
2014-11-25T22:10:28.370Z,38.7033,142.5565,42.51,4.3,mb,,135,1.62,0.64,us,usc000t4uw,2015-02-18T03:31:00.040Z,"83 km ESE of ?funato, Japan",earthquake,3.8,8.5,0.201,8,reviewed,us,us
2014-11-17T17:46:04.820Z,38.3839,142.2307,37.49,4.5,mb,,137,1.247,1.23,us,usb000t242,2015-02-12T01:42:55.040Z,"near the east coast of Honshu, Japan",earthquake,8.7,8.9,0.204,8,reviewed,us,us
2014-11-15T00:56:43.860Z,38.1567,142.02,55.26,4.5,mb,,120,1.013,0.85,us,usc000sxgh,2015-02-12T01:42:44.040Z,"69 km ESE of Ishinomaki, Japan",earthquake,3.6,6.5,0.118,26,reviewed,us,us
2014-11-08T12:09:30.160Z,38.7985,142.0129,61.9,4.5,mb,,155,1.336,0.69,us,usc000svni,2015-01-31T02:50:10.040Z,"39 km SE of ?funato, Japan",earthquake,4.2,9.3,0.145,16,reviewed,us,us
2014-11-07T23:54:22.850Z,37.804,142.299,42.44,5.1,mww,,16,1.196,0.69,us,usc000svjy,2022-07-27T06:53:28.816Z,"110 km SE of Ishinomaki, Japan",earthquake,6,4.2,,,reviewed,us,us
2014-11-02T14:14:41.100Z,38.3373,142.7294,19.78,4.3,mb,,129,1.6,0.56,us,usc000sxb1,2015-01-20T09:03:11.040Z,"120 km SE of ?funato, Japan",earthquake,8,5.5,0.217,9,reviewed,us,us
2014-10-20T23:53:50.210Z,38.2604,142.1006,35,4,mb,,155,1.106,1.43,us,usb000ss5a,2015-01-15T20:03:36.040Z,"72 km ESE of Ishinomaki, Japan",earthquake,5.9,2,0.298,3,reviewed,us,us
2014-10-06T06:37:58.700Z,38.2524,142.0632,35,4.6,mb,,135,1.075,0.95,us,usb000sj2l,2014-12-23T01:42:04.040Z,"69 km ESE of Ishinomaki, Japan",earthquake,6,2,0.164,14,reviewed,us,us
2014-09-04T06:59:32.450Z,37.9377,142.0807,52.69,4.4,mb,,120,3.389,1.11,us,usb000scjp,2014-12-05T23:36:31.040Z,"86 km SE of Ishinomaki, Japan",earthquake,4,7.9,0.143,16,reviewed,us,us
2014-09-01T01:26:35.990Z,38.2503,142.182,37.3,4.6,mb,,99,3.594,0.77,us,usc000s8n8,2014-11-29T00:09:23.000Z,"79 km ESE of Ishinomaki, Japan",earthquake,7.3,6.8,0.133,18,reviewed,us,us
2014-08-26T19:49:33.660Z,38.2126,142.0605,37.06,4.6,mb,,121,3.491,1.14,us,usb000s9s0,2014-11-22T02:06:37.000Z,"70 km ESE of Ishinomaki, Japan",earthquake,3.4,8,0.183,10,reviewed,us,us
2014-08-03T00:54:56.780Z,37.9046,142.4167,57.93,4.5,mb,,131,3.623,1.09,us,usb000s2wz,2014-10-29T19:52:57.000Z,"113 km ESE of Ishinomaki, Japan",earthquake,,9.9,0.221,6,reviewed,us,us
2014-07-24T08:56:40.960Z,38.7059,141.9661,35,4.4,mb,,121,3.428,1.32,us,usb000s09y,2014-10-25T01:49:34.000Z,"46 km SSE of ?funato, Japan",earthquake,,2,0.112,26,reviewed,us,us
2014-07-12T07:59:31.770Z,38.2516,142.026,56.82,4.4,mb,,130,3.485,0.7,us,usb000rsbi,2014-10-10T08:02:14.000Z,"66 km ESE of Ishinomaki, Japan",earthquake,,6.9,0.12,20,reviewed,us,us
2014-06-29T17:29:52.430Z,38.6761,142.5545,83.74,4.6,mb,,137,4.055,0.55,us,usb000rvrr,2014-09-26T11:49:48.000Z,"84 km ESE of ?funato, Japan",earthquake,,12.3,0.314,4,reviewed,us,us
2014-06-23T23:52:57.440Z,38.7224,142.3468,62.21,4.3,mb,,165,3.346,0.94,us,usb000rvhg,2014-09-19T17:22:24.000Z,"67 km SE of ?funato, Japan",earthquake,,9.8,0.154,12,reviewed,us,us
2014-06-18T12:40:59.980Z,38.55,141.9331,56.47,4.6,mb,,121,3.574,0.66,us,usc000rhbp,2014-09-19T17:22:45.000Z,"57 km ENE of Ishinomaki, Japan",earthquake,,6.6,0.091,39,reviewed,us,us
2014-06-03T16:30:07.510Z,38.6278,142.4589,42.76,4.4,mb,,136,3.425,0.73,us,usb000rgx0,2014-08-26T01:21:11.000Z,"81 km SE of ?funato, Japan",earthquake,,8.8,0.169,10,reviewed,us,us
2014-05-26T22:43:23.390Z,38.6996,142.2916,51.24,4.2,mb,,155,3.377,0.86,us,usc000reyq,2014-08-23T08:36:50.000Z,"64 km SE of ?funato, Japan",earthquake,,9,0.176,10,reviewed,us,us
2014-04-28T11:07:29.550Z,38.7258,142.5683,35,4.3,mb,,149,3.316,0.89,us,usb000qusr,2014-07-14T20:11:22.000Z,"83 km ESE of ?funato, Japan",earthquake,,2,0.178,10,reviewed,us,us
2014-04-21T19:36:16.390Z,38.6516,142.2338,53.9,4.4,mb,,136,3.433,0.58,us,usb000qksw,2014-07-04T01:35:01.000Z,"64 km SE of ?funato, Japan",earthquake,,7.9,0.161,11,reviewed,us,us
2014-04-19T08:09:08.050Z,38.0883,142.0106,79.03,4.5,mb,,99,3.401,0.99,us,usb000ql1g,2014-07-04T01:33:54.000Z,"72 km ESE of Ishinomaki, Japan",earthquake,,8.4,0.221,6,reviewed,us,us
2014-04-16T17:20:11.610Z,38.2833,141.9903,52.61,4.6,mb,,99,3.476,0.56,us,usb000pmuw,2014-07-04T01:33:11.000Z,"62 km ESE of Ishinomaki, Japan",earthquake,,6.6,0.119,24,reviewed,us,us
2014-04-15T01:35:11.310Z,37.9005,142.1539,44.84,4.2,mb,,143,3.428,0.85,us,usb000qq60,2014-07-01T02:38:09.000Z,"94 km SE of Ishinomaki, Japan",earthquake,,2.6,0.373,2,reviewed,us,us
2014-03-27T18:46:05.220Z,38.3916,142.2325,51.1,4.3,mb,,150,3.687,0.25,us,usc000ntl7,2014-05-29T23:32:06.000Z,"81 km E of Ishinomaki, Japan",earthquake,,10.5,0.217,7,reviewed,us,us
2014-03-20T09:18:25.130Z,38.5551,142.1105,59.7,4.2,mb,,136,3.547,0.76,us,usc000nurm,2014-05-24T00:54:35.000Z,"66 km SSE of ?funato, Japan",earthquake,,8.9,0.235,5,reviewed,us,us
2014-03-10T06:53:08.870Z,38.6991,142.2489,54.1,4.5,mb,,134,3.384,0.76,us,usc000n69h,2014-05-15T02:24:06.000Z,"61 km SE of ?funato, Japan",earthquake,,6.8,0.082,49,reviewed,us,us
2014-02-25T11:59:36.550Z,38.3722,141.986,57.44,4.2,mb,,135,3.517,1.1,us,usc000n4x6,2014-05-07T00:03:10.000Z,"60 km E of Ishinomaki, Japan",earthquake,,8.8,0.175,9,reviewed,us,us
2014-02-18T20:02:32.390Z,38.3276,142.3725,47.82,4.7,mb,,42,3.731,0.91,us,usc000mszp,2014-04-30T21:18:25.000Z,"94 km E of Ishinomaki, Japan",earthquake,,5.9,0.063,77,reviewed,us,us
2014-02-18T04:56:09.700Z,38.2412,141.9008,92.19,4.3,mb,,136,3.394,0.54,us,usb000myfc,2014-04-30T21:18:24.000Z,"56 km ESE of Ishinomaki, Japan",earthquake,,8.8,0.306,3,reviewed,us,us
2014-02-15T21:12:24.400Z,38.6601,142.403,49.33,4.3,mb,,135,3.4,0.65,us,usb000my8x,2014-04-30T21:18:22.000Z,"75 km SE of ?funato, Japan",earthquake,,4.2,0.153,12,reviewed,us,us
2014-02-09T10:54:53.020Z,38.1488,141.9889,65.23,4.5,mb,,121,3.412,0.96,us,usc000mlhf,2014-04-22T18:30:10.000Z,"67 km ESE of Ishinomaki, Japan",earthquake,,6.4,0.064,78,reviewed,us,us
2014-02-06T12:10:26.180Z,38.4538,142.0228,53.99,4.4,mb,,121,3.583,1.06,us,usc000mj53,2014-04-22T18:30:06.000Z,"63 km E of Ishinomaki, Japan",earthquake,,7.2,0.103,31,reviewed,us,us
2014-02-05T17:32:14.760Z,38.6854,142.3634,48.51,5.3,mwb,,28,3.38,0.67,us,usc000mic2,2014-04-22T18:30:07.000Z,"70 km SE of ?funato, Japan",earthquake,,4.2,0.054,33,reviewed,us,us
2014-01-14T17:30:33.160Z,38.11,142.6769,34.83,4.7,mb,,80,3.889,0.81,us,usc000mefr,2014-03-15T03:40:34.000Z,"125 km ESE of Ishinomaki, Japan",earthquake,,4.2,0.208,8,reviewed,us,us
2013-12-18T10:14:08.930Z,38.6181,142.3482,35.59,4.7,mb,,66,3.449,0.83,us,usc000lms9,2014-02-27T21:37:21.000Z,"74 km SE of ?funato, Japan",earthquake,,4.5,0.046,,reviewed,us,us
2013-12-02T14:33:51.310Z,38.2751,142.3304,59.27,4.8,mb,,83,3.709,0.81,us,usb000lbza,2014-02-12T01:08:41.000Z,"91 km E of Ishinomaki, Japan",earthquake,,8.1,0.134,,reviewed,us,us
2013-11-25T15:43:02.470Z,38.4819,141.94,52.86,5,mb,,92,3.542,1.05,us,usb000l68z,2022-05-03T16:34:30.715Z,"56 km E of Ishinomaki, Japan",earthquake,,5.2,0.041,,reviewed,us,us
2013-11-13T22:09:03.400Z,38.3516,142.2804,57.28,4.4,mb,,153,3.709,0.89,us,usb000l2qw,2014-01-31T21:22:19.000Z,"85 km E of Ishinomaki, Japan",earthquake,,10,0.19,,reviewed,us,us
2013-11-11T20:54:27.580Z,38.7196,142.1492,48.42,4.9,mb,,130,3.38,0.63,us,usb000kvuy,2014-01-17T00:29:16.000Z,"54 km SE of ?funato, Japan",earthquake,,4.4,0.059,,reviewed,us,us
2013-11-03T08:52:56.670Z,38.2654,142.6953,35,5.2,mb,,106,3.761,0.67,us,usb000krzz,2014-01-10T10:03:45.000Z,"123 km E of Ishinomaki, Japan",earthquake,,1.9,0.034,,reviewed,us,us
2013-10-31T15:01:05.580Z,38.2487,142.6742,22.02,5.3,mb,,35,3.78,0.61,us,usc000ksgz,2014-01-10T10:03:39.000Z,"121 km E of Ishinomaki, Japan",earthquake,,3.5,0.029,,reviewed,us,us
